Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,MA7,MA21,RSI,MACD,MACD_Signal,Target
2016-02-03 00:00:00+00:00,374.64599609375,374.9500122070313,368.0450134277344,369.9490051269531,45933400,0.0,0.0,-0.012015000596581338,374.8911437988281,387.53923979259673,37.86037875990056,-13.082742801037625,-12.278495535253573,1
2016-02-04 00:00:00+00:00,370.1740112304688,391.6080017089844,369.9930114746094,389.593994140625,69285504,0.0,0.0,0.053101883614825374,376.2204284667969,385.60057285853793,47.677851008478875,-11.4702704607829,-12.116850520359439,0
2016-02-05 00:00:00+00:00,388.8980102539063,391.093994140625,385.5719909667969,386.5490112304688,43825000,0.0,0.0,-0.007815785037633582,377.2311444963728,386.65857369559154,46.45278197717519,-10.319126717395932,-11.757305759766737,0
2016-02-06 00:00:00+00:00,386.5889892578125,386.6310119628906,372.3869934082031,376.5220031738281,49249300,0.0,0.0,-0.025939810387103468,376.9835728236607,386.1340971447173,42.57347475621757,-10.099511872053881,-11.425746982224167,1
2016-02-07 00:00:00+00:00,376.5140075683594,380.8710021972656,374.9030151367188,376.6199951171875,37076300,0.0,0.0,0.00026025555620479146,378.10542951311385,385.8636678059896,42.623903382277156,-9.804537785525838,-11.101505142884502,0
2016-02-08 00:00:00+00:00,376.7569885253906,379.8789978027344,373.3340148925781,373.4469909667969,47671100,0.0,0.0,-0.00842494873221833,378.1612854003906,385.21028645833337,41.35746670755692,-9.714817247843825,-10.824167563876367,1
2016-02-09 00:00:00+00:00,373.4230041503906,377.2460021972656,372.8980102539063,376.0289916992188,55318500,0.0,0.0,0.006913968501225609,378.3871416364397,385.0140962146578,42.84562839187321,-9.327841642824637,-10.524902379666022,1
2016-02-10 00:00:00+00:00,376.14599609375,385.4830017089844,375.7829895019531,381.6489868164063,85130896,0.0,0.0,0.014945643131907493,380.0585675920759,383.17690458751866,46.054531648157536,-8.470036739027478,-10.113929251538314,0
2016-02-11 00:00:00+00:00,382.114013671875,383.1300048828125,376.3989868164063,379.6539916992188,74375600,0.0,0.0,-0.005227303585499055,378.63856724330356,381.7193806966146,45.086816970666064,-7.8605876443861575,-9.663260930107883,1
2016-02-12 00:00:00+00:00,379.6860046386719,384.9540100097656,379.6000061035156,384.2630004882813,67042800,0.0,0.0,0.012140024574571084,378.311994280134,381.80371384393607,47.814985226879955,-6.92584947430737,-9.11577863894778,1
